Serial#,Property_type,Price,Location,City,bathroom,purpose,bedroom,Area in Marla
1801,Flat,3500000,Gulistan-e-Jauhar,Karachi,2,For Sale,2,2.9
1802,Upper Portion,30000,Ghauri Town,Islamabad,3,For Rent,3,10
1803,Upper Portion,90000,F-11,Islamabad,4,For Rent,3,26
1804,Lower Portion,120000,F-10,Islamabad,4,For Rent,3,26
1807,Flat,190000,Karakoram Diplomatic Enclave,Islamabad,3,For Rent,2,8.4
1810,Upper Portion,120000,F-8,Islamabad,3,For Rent,3,20
1812,Flat,125000,F-8,Islamabad,1,For Rent,1,3.9
1813,Flat,130000,F-8,Islamabad,1,For Rent,1,5.1
1814,House,15000000,Ghauri Town,Islamabad,6,For Sale,5,6
1815,House,36000000,E-11,Islamabad,7,For Sale,5,10.1
1818,Flat,4900000,E-11,Islamabad,2,For Sale,2,3.3
1819,Flat,2800000,E-11,Islamabad,1,For Sale,1,1.7
1824,Flat,25000000,Diplomatic Enclave,Islamabad,3,For Sale,3,7.8
1825,Flat,3600000,DHA Defence,Islamabad,2,For Sale,2,3.6
1826,Flat,10500000,Diplomatic Enclave,Islamabad,1,For Sale,1,2.2
1827,Flat,8000000,E-11,Islamabad,3,For Sale,3,8.4
1830,House,42000000,Bahria Town,Islamabad,7,For Sale,6,20
1831,House,38000000,Bahria Town,Islamabad,6,For Sale,5,20
1832,House,7500000,Nemat Colony No 1,Faisalabad,4,For Sale,4,5
1833,House,8500000,Gulshan e Madina,Faisalabad,4,For Sale,3,5
1834,House,40000000,Gulistan Colony No 1,Faisalabad,5,For Sale,5,10
1835,House,10500000,Eden Valley,Faisalabad,5,For Sale,4,5
1836,House,2200000,Shalimar Park,Faisalabad,2,For Sale,2,2
1837,House,2600000,Eden Orchard,Faisalabad,2,For Sale,2,2.5
1838,House,12500000,Eden Gardens,Faisalabad,5,For Sale,4,7
1839,House,3500000,Shalimar Park,Faisalabad,2,For Sale,3,2.5
1840,House,3800000,Airport Housing Society,Rawalpindi,3,For Sale,2,5
1841,House,8500000,Gulraiz Housing Scheme,Rawalpindi,5,For Sale,6,5
1845,House,11000000,Lalazar,Rawalpindi,7,For Sale,4,7
1846,House,8000000,Ali Town,Rawalpindi,3,For Sale,3,7.9
1847,House,14000000,New Lalazar,Rawalpindi,6,For Sale,6,12
1849,House,16500000,Bahria Town Rawalpindi,Rawalpindi,5,For Sale,5,10
1852,Flat,15500000,Askari 3,Rawalpindi,3,For Sale,3,11.6
1853,House,20000000,Saddar,Rawalpindi,2,For Sale,5,5
1854,House,12500000,Bahria Town Rawalpindi,Rawalpindi,4,For Sale,3,5
1855,House,6500000,Tulsa Road,Rawalpindi,4,For Sale,4,3
1857,House,20000000,Airport Housing Society,Rawalpindi,6,For Sale,6,20
1858,House,9500000,Airport Housing Society,Rawalpindi,4,For Sale,4,5
1859,House,3750000,Misryal Road,Rawalpindi,5,For Sale,6,6
1860,House,26000000,Satellite Town,Rawalpindi,3,For Sale,3,10
1861,House,16900000,Afshan Colony,Rawalpindi,6,For Sale,6,11
1863,House,5200000,Gulzar-e-Quaid Housing Society,Rawalpindi,3,For Sale,2,5
1864,House,13000000,Bahria Town Rawalpindi,Rawalpindi,5,For Sale,5,8
1865,House,18000000,Harley Street,Rawalpindi,4,For Sale,3,9
1866,House,15000000,Fazal Town,Rawalpindi,3,For Sale,3,10
1868,House,4500000,Chakra,Rawalpindi,3,For Sale,3,5
1869,House,13000000,Peshawar Road,Rawalpindi,4,For Sale,5,12
1870,House,5000000,Adiala Road,Rawalpindi,3,For Sale,3,6
1871,Upper Portion,50000,Susan Road,Faisalabad,3,For Rent,3,20
1872,Lower Portion,30000,Madina Town,Faisalabad,3,For Rent,2,12
1878,Lower Portion,18000,Canal Road,Faisalabad,3,For Rent,2,5
1881,House,55000,Bahria Town Rawalpindi,Rawalpindi,6,For Rent,6,10
1882,House,54000,Askari 14,Rawalpindi,6,For Rent,5,10
1883,House,58000,Askari 14,Rawalpindi,6,For Rent,5,10
1884,House,58000,Askari 14,Rawalpindi,5,For Rent,5,10
1885,House,54000,Askari 14,Rawalpindi,4,For Rent,4,10
1886,House,65000,Askari 13,Rawalpindi,4,For Rent,4,10
1887,House,50000,Askari 14,Rawalpindi,3,For Rent,3,10
1889,House,150000,Bahria Town Rawalpindi,Rawalpindi,6,For Rent,6,20
1890,Upper Portion,57000,Bahria Town Rawalpindi,Rawalpindi,5,For Rent,3,20
1891,Upper Portion,45000,Bahria Town Rawalpindi,Rawalpindi,3,For Rent,3,20
1892,Lower Portion,130000,Bahria Town Rawalpindi,Rawalpindi,3,For Rent,3,40
1893,Upper Portion,35000,Sarwar Road,Rawalpindi,3,For Rent,2,10
1896,House,50000,Gulshan Abad,Rawalpindi,6,For Rent,4,10
1897,Lower Portion,30000,Airport Housing Society,Rawalpindi,2,For Rent,2,14
1899,House,55000,Askari 14,Rawalpindi,5,For Rent,4,10
1900,House,11000000,Eden Villas,Lahore,4,For Sale,3,5
1901,House,9000000,Model Town,Lahore,3,For Sale,4,5
1903,House,42500000,Sui Gas Housing Society,Lahore,6,For Sale,5,20
1904,House,9000000,Johar Town,Lahore,3,For Sale,3,5
1905,House,33500000,Askari,Lahore,4,For Sale,4,20
1906,House,32500000,Askari,Lahore,4,For Sale,4,20
1907,Flat,18000000,Askari,Lahore,4,For Sale,4,12
1908,House,9800000,Canal Garden,Lahore,5,For Sale,3,5
1909,House,5550000,Gulshan-e-Ravi,Lahore,2,For Sale,2,3
1911,House,13000000,Misri Shah,Lahore,4,For Sale,3,4
1913,House,20000000,Shalimar Link Road,Lahore,5,For Sale,5,10
1914,Flat,12600000,Askari,Lahore,4,For Sale,3,10
1917,House,6100000,Thokar Niaz Baig,Lahore,5,For Sale,4,3
1920,House,25000000,Eden,Lahore,4,For Sale,4,10
1922,House,6700000,Lahore Medical Housing Society,Lahore,5,For Sale,4,4
1924,House,33500000,DHA Defence,Lahore,5,For Sale,4,10
1925,House,10500000,Eden,Lahore,3,For Sale,3,7.5
1926,House,9000000,UBL Housing Society,Lahore,6,For Sale,5,5
1927,House,18000000,Bahria Town,Lahore,5,For Sale,5,10
1928,House,19000000,Salli Town,Lahore,4,For Sale,4,14
1929,House,22500000,PIA Main Boulevard,Lahore,6,For Sale,5,10
1931,House,2500000,Ashiana-e-Quaid Housing Scheme,Lahore,2,For Sale,2,2
1932,House,42500000,DHA Defence,Lahore,6,For Sale,5,20
1933,House,26000000,Gulberg,Lahore,2,For Sale,2,10
1934,House,31000000,DHA Defence,Lahore,6,For Sale,5,10
1935,House,9800000,Wapda Town,Lahore,5,For Sale,5,5
1936,House,32700000,Askari,Lahore,4,For Sale,4,20
1937,House,4500000,Township,Lahore,2,For Sale,1,3
1938,House,33500000,Askari,Lahore,4,For Sale,4,20
1939,House,11000000,Johar Town,Lahore,4,For Sale,4,5
1940,House,32500000,DHA Defence,Lahore,6,For Sale,4,10
1941,House,5500000,Nishtar Colony,Lahore,3,For Sale,5,3
1942,House,17500000,Samanabad,Lahore,6,For Sale,5,11
1943,House,42500000,Askari,Lahore,5,For Sale,5,20
1947,House,35000000,Askari,Lahore,5,For Sale,4,10
1948,House,7000000,Bhatta Chowk,Lahore,4,For Sale,3,3
1949,House,6700000,Madina Colony,Lahore,2,For Sale,3,2.5
1950,House,10000000,Highcourt Society,Lahore,2,For Sale,2,8
1951,Flat,16000000,Askari,Lahore,4,For Sale,3,10
1952,House,3800000,Harbanspura,Lahore,2,For Sale,2,2
1953,House,6800000,Ravi Park,Lahore,4,For Sale,6,2
1954,House,39000000,DHA Defence,Lahore,6,For Sale,5,20
1956,House,12500000,Bahria Town,Lahore,5,For Sale,4,5
1957,House,29900000,DHA Defence,Lahore,5,For Sale,4,10
1958,House,7000000,Green Cap Housing Society,Lahore,4,For Sale,4,5
1959,House,8000000,Zaman Colony,Lahore,3,For Sale,3,2.5
1960,House,9500000,Johar Town,Lahore,4,For Sale,2,5
1961,House,40000000,DHA Defence,Lahore,6,For Sale,5,20
1963,Flat,7700000,Raiwind Road,Lahore,3,For Sale,3,7
1965,House,21500000,Bahria Town,Lahore,5,For Sale,5,10
1966,House,30000000,DHA Defence,Lahore,5,For Sale,4,10
1967,Lower Portion,19000,North Karachi,Karachi,2,For Rent,2,4.8
1968,House,180000,DHA Defence,Karachi,6,For Rent,6,20
1970,House,20000,Scheme 33,Karachi,3,For Rent,3,4.8
1971,House,350000,Shahra-e-Faisal,Karachi,6,For Rent,6,40
1975,House,250000,Hill Park,Karachi,5,For Rent,4,26
1976,Lower Portion,25000,North Karachi,Karachi,3,For Rent,2,9.6
1977,House,18000,Shah Faisal Town,Karachi,3,For Rent,3,4.8
1979,Lower Portion,35000,Malir,Karachi,3,For Rent,3,9.6
1980,Upper Portion,65000,Federal B Area,Karachi,4,For Rent,4,24
1981,Lower Portion,35000,Malir Link To Super Highway,Karachi,3,For Rent,3,9.6
1982,Lower Portion,88000,Gulshan-e-Iqbal Town,Karachi,4,For Rent,4,24
1985,Flat,45000,Gulistan-e-Jauhar,Karachi,5,For Rent,4,11.2
1986,Lower Portion,55000,Gulshan-e-Iqbal Town,Karachi,2,For Rent,2,12
1987,Flat,60000,Gulshan-e-Iqbal Town,Karachi,4,For Rent,3,10.7
1988,House,18000,Gadap Town,Karachi,2,For Rent,2,4.8
1989,Flat,90000,Scheme 33,Karachi,2,For Rent,2,3.8
1995,Flat,165000,DHA Defence,Karachi,4,For Rent,3,13.7
1996,House,325000,DHA Defence,Karachi,7,For Rent,6,20
1997,House,650000,DHA Defence,Karachi,6,For Rent,6,40
1999,Flat,105000,Gulshan-e-Iqbal Town,Karachi,3,For Rent,3,12.2
2001,House,2800000,Bin Qasim Town,Karachi,2,For Sale,3,3.2
2003,House,30000000,DHA Defence,Karachi,3,For Sale,2,4.4
2004,Flat,21500000,Gulistan-e-Jauhar,Karachi,4,For Sale,4,12.4
2005,House,31000000,North Nazimabad,Karachi,3,For Sale,3,10.8
2010,Flat,3000000,Gulistan-e-Jauhar,Karachi,2,For Sale,3,5.6
2011,House,5000000,Baldia Town,Karachi,5,For Sale,6,4.8
2013,Lower Portion,17500000,Gulistan-e-Jauhar,Karachi,3,For Sale,3,12
2018,House,26000000,Scheme 33,Karachi,3,For Sale,4,16
2020,Flat,15000000,Gulshan-e-Iqbal Town,Karachi,2,For Sale,2,5
2022,House,15800000,Gadap Town,Karachi,6,For Sale,5,9.6
2025,Flat,34000000,Clifton,Karachi,4,For Sale,3,10.7
2031,House,11000000,Malir,Karachi,5,For Sale,6,4.8
2032,Flat,43000000,Clifton,Karachi,4,For Sale,4,11.1
2034,House,35000000,Gulberg Town,Karachi,6,For Sale,6,9.6
2035,House,10500000,Gulshan-e-Usman Housing Society,Karachi,6,For Sale,6,5.7
2039,Flat,8500000,Saddar Town,Karachi,3,For Sale,3,6.7
2040,Flat,8000000,Jamshed Town,Karachi,2,For Sale,2,4.4
2042,House,21000000,Scheme 33,Karachi,6,For Sale,6,9.6
2045,House,8300000,Gadap Town,Karachi,3,For Sale,3,4.8
2046,House,18000000,Gadap Town,Karachi,5,For Sale,4,9.3
2047,Upper Portion,30000000,North Nazimabad,Karachi,3,For Sale,3,7.1
2048,Flat,9500000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,5.6
2049,Flat,12000000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,2,5.6
2051,Upper Portion,3200000,North Karachi,Karachi,2,For Sale,3,3.2
2052,Flat,22000000,Cantt,Karachi,4,For Sale,3,11.4
2053,House,6000000,Super Highway,Karachi,3,For Sale,5,6.4
2054,Flat,2900000,North Karachi,Karachi,2,For Sale,2,2.9
2055,Flat,3250000,North Karachi,Karachi,2,For Sale,2,2.2
2056,House,38000000,Gadap Town,Karachi,6,For Sale,5,24
2057,Flat,4350000,Federal B Area,Karachi,1,For Sale,2,2.9
2058,Flat,32500000,Khalid Bin Walid Road,Karachi,4,For Sale,4,10.7
2059,House,8000000,Gadap Town,Karachi,3,For Sale,4,9.6
2060,House,5000000,Scheme 33,Karachi,3,For Sale,2,4.8
2063,House,17500000,Gulshan-e-Iqbal Town,Karachi,4,For Sale,4,6
2065,Flat,2500000,North Nazimabad,Karachi,1,For Sale,1,1.8
2066,Flat,18000000,DHA Defence,Karachi,3,For Sale,3,8
2067,Flat,7400000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,5,5.6
2069,Flat,2500000,North Nazimabad,Karachi,1,For Sale,1,1.8
2071,House,12500000,Fazaia Housing Scheme,Karachi,5,For Sale,4,11
2078,House,6642000,Northern Bypass,Karachi,3,For Sale,3,5
2079,House,12500000,Northern Bypass,Karachi,5,For Sale,4,11
2081,House,22500000,Bahria Town,Islamabad,6,For Sale,5,10
2082,House,5300000,Ali Pur,Islamabad,2,For Sale,2,4.2
2084,House,2550000,Islamabad Highway,Islamabad,2,For Sale,1,3
2085,House,14000000,Bahria Town,Islamabad,3,For Sale,3,5
2086,House,23000000,G-13,Islamabad,4,For Sale,4,10.9
2087,Flat,12500000,DHA Defence,Islamabad,3,For Sale,3,8.9
2088,House,21500000,E-11,Islamabad,7,For Sale,6,6
2089,House,1800000,Bhara kahu,Islamabad,2,For Sale,2,2.5
2091,House,9000000,F-17,Islamabad,5,For Sale,4,7
2093,House,17000000,G-15,Islamabad,5,For Sale,5,7
2095,House,14000000,H-13,Islamabad,6,For Sale,5,7.5
2096,Flat,18000000,F-11,Islamabad,3,For Sale,3,11.6
2097,Flat,9500000,H-13,Islamabad,3,For Sale,3,7.1
2098,House,2250000,Lehtarar Road,Islamabad,2,For Sale,2,3
2099,Flat,11500000,E-11,Islamabad,4,For Sale,2,6.6
2100,House,14000000,FECHS,Islamabad,6,For Sale,5,7
2101,Flat,7000000,I-11,Islamabad,2,For Sale,2,4.7
2102,Flat,4290000,Islamabad Expressway,Islamabad,2,For Sale,1,2.8
2103,Flat,150000,F-8,Islamabad,3,For Rent,2,9.8
2104,House,200000,E-11,Islamabad,6,For Rent,6,20
2105,Lower Portion,45000,E-11,Islamabad,2,For Rent,2,6
2106,Lower Portion,38000,E-11,Islamabad,2,For Rent,2,6
2107,Flat,45000,E-11,Islamabad,2,For Rent,2,4
2108,House,125000,F-11,Islamabad,5,For Rent,5,20
2109,House,180000,F-11,Islamabad,6,For Rent,5,20
2110,House,200000,F-11,Islamabad,6,For Rent,6,20
2111,Flat,60000,F-11,Islamabad,2,For Rent,2,4.9
2112,Flat,30000,G-11,Islamabad,2,For Rent,3,4.9
2113,Lower Portion,21000,Soan Garden,Islamabad,3,For Rent,3,7
2115,Upper Portion,65000,G-11,Islamabad,4,For Rent,4,12
2116,Upper Portion,60000,G-11,Islamabad,4,For Rent,4,12
2117,Upper Portion,43000,G-9,Islamabad,2,For Rent,3,6
2118,House,80000,Tarlai,Islamabad,6,For Rent,5,16
2119,Upper Portion,32000,G-15,Islamabad,4,For Rent,3,12
2120,House,60000,Bani Gala,Islamabad,5,For Rent,5,12
2121,Upper Portion,30000,Bani Gala,Islamabad,3,For Rent,3,12
2123,Lower Portion,24000,G-15,Islamabad,3,For Rent,2,7
2126,Upper Portion,45000,G-15,Islamabad,4,For Rent,3,12
2127,Upper Portion,23000,G-15,Islamabad,2,For Rent,3,7
2130,House,85000,DHA Defence,Islamabad,4,For Rent,5,20
2131,House,90000,DHA Defence,Islamabad,5,For Rent,5,20
2134,Lower Portion,20000,Ghauri Town,Islamabad,3,For Rent,2,5
2135,Upper Portion,130000,E-11,Islamabad,4,For Rent,3,20
2137,Upper Portion,28000,National Police Foundation O-9,Islamabad,3,For Rent,2,10
2138,Room,16000,G-9,Islamabad,1,For Rent,1,10
2140,House,32000,National Police Foundation,Islamabad,3,For Rent,3,10
2146,Lower Portion,33000,G-9,Islamabad,2,For Rent,2,5
2147,House,110000,DHA Defence,Islamabad,5,For Rent,5,20
2148,Flat,80000,F-11,Islamabad,3,For Rent,3,9.3
2150,House,7500000,Ghalib City,Faisalabad,4,For Sale,4,5
2151,House,7500000,Khayaban Colony,Faisalabad,3,For Sale,3,10
2152,House,15000000,Nisar Colony,Faisalabad,5,For Sale,6,4
2153,House,5500000,Nawaban Wala,Faisalabad,4,For Sale,4,4
2154,House,5600000,Manawala,Faisalabad,1,For Sale,1,8
2156,House,8000000,Others,Faisalabad,4,For Sale,3,5
2157,House,3800000,Nazimabad,Faisalabad,1,For Sale,2,1.8
2158,House,23500000,Bahria Town Rawalpindi,Rawalpindi,5,For Sale,5,11
2159,House,19500000,Satellite Town,Rawalpindi,4,For Sale,4,5
2160,House,30000000,Satellite Town,Rawalpindi,6,For Sale,6,7
2162,House,2500000,Adiala Road,Rawalpindi,2,For Sale,2,2.5
2163,House,7000000,Gulzar-e-Quaid Housing Society,Rawalpindi,3,For Sale,3,4
2164,House,5800000,Chakra,Rawalpindi,4,For Sale,5,9.7
2165,House,23000000,Bahria Town Rawalpindi,Rawalpindi,5,For Sale,0,10
2166,House,9500000,Muslim Town,Rawalpindi,3,For Sale,4,5
2167,House,9500000,Qasimabad,Rawalpindi,4,For Sale,2,5
2168,Flat,2000000,Bahria Town Rawalpindi,Rawalpindi,1,For Sale,1,2
2170,House,9000000,Khayaban-e-Sir Syed,Rawalpindi,2,For Sale,4,3
2171,House,18000000,Media Town,Rawalpindi,5,For Sale,4,13
2172,Flat,3300000,Bahria Town Rawalpindi,Rawalpindi,1,For Sale,2,3.5
2174,House,27500000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,10
2175,House,2600000,Adiala Road,Rawalpindi,1,For Sale,2,2
2176,Flat,6000000,Bahria Town Rawalpindi,Rawalpindi,2,For Sale,0,3.3
2177,House,29500000,Khayaban-e-Sir Syed,Rawalpindi,4,For Sale,4,7
2179,House,12000000,Adiala Road,Rawalpindi,5,For Sale,5,10
2182,Flat,15500000,Askari 14,Rawalpindi,3,For Sale,3,10
2183,House,15000000,Gulraiz Housing Scheme,Rawalpindi,4,For Sale,4,30
2184,House,20500000,Askari 14,Rawalpindi,6,For Sale,5,10
2187,House,7000000,Palm City,Rawalpindi,3,For Sale,3,7
2188,House,25000,Satiana Road,Faisalabad,4,For Rent,3,3
2189,Upper Portion,17000,Rachna Town,Faisalabad,3,For Rent,2,10
2191,House,70000,Satiana Road,Faisalabad,6,For Rent,5,20
2192,House,17000,Younas Town,Faisalabad,3,For Rent,4,3
2194,House,55000,Others,Faisalabad,4,For Rent,4,4
2195,Lower Portion,20000,Peoples Colony No 1,Faisalabad,1,For Rent,2,2.7
2196,House,100000,Bahria Town Rawalpindi,Rawalpindi,5,For Rent,6,20
2198,Upper Portion,35000,Bahria Town Rawalpindi,Rawalpindi,2,For Rent,2,10
2199,House,50000,Bahria Town Rawalpindi,Rawalpindi,3,For Rent,3,11
2200,House,34000,Sadiqabad,Rawalpindi,2,For Rent,1,3
2201,House,65000,Bahria Town Rawalpindi,Rawalpindi,4,For Rent,4,10
2203,Flat,55000,Bahria Town Rawalpindi,Rawalpindi,2,For Rent,2,4
2204,House,45000,Peshawar Road,Rawalpindi,5,For Rent,5,8
2205,House,16000,KRL Road,Rawalpindi,2,For Rent,2,5
2206,House,125000,Bahria Town Rawalpindi,Rawalpindi,6,For Rent,6,20
2207,Flat,13700000,Askari,Lahore,3,For Sale,3,10
2209,Flat,14000000,Askari,Lahore,3,For Sale,3,10
2210,Flat,12800000,Askari,Lahore,3,For Sale,3,10
2211,Flat,18000000,Askari,Lahore,3,For Sale,3,10
2212,House,13000000,Central Park Housing Scheme,Lahore,5,For Sale,5,10
2214,House,3500000,Ghaziabad,Lahore,1,For Sale,2,2
2215,Flat,15000000,Askari,Lahore,4,For Sale,4,12
2216,Flat,14000000,Askari,Lahore,3,For Sale,3,10
2217,Flat,14500000,Askari,Lahore,3,For Sale,3,10
2218,House,20000000,Shadbagh,Lahore,5,For Sale,5,6
2219,Flat,14500000,Askari,Lahore,3,For Sale,3,10
2220,House,10500000,Canal Garden,Lahore,5,For Sale,4,5
2221,House,40000000,DHA Defence,Lahore,7,For Sale,6,20
2223,House,9100000,Wapda Town,Lahore,4,For Sale,3,5
2225,House,5999000,Military Accounts Housing Society,Lahore,2,For Sale,2,4
2227,Flat,18500000,Askari,Lahore,3,For Sale,3,10
2230,House,16000000,Divine Gardens,Lahore,5,For Sale,3,8
2231,House,2900000,Cantt,Lahore,2,For Sale,3,1.5
2234,House,28000000,Mohafiz Town,Lahore,6,For Sale,6,14
2235,House,27000000,Awan Town,Lahore,4,For Sale,5,17
2236,House,2999000,Shadab Garden,Lahore,1,For Sale,1,2
2237,House,9500000,Township,Lahore,3,For Sale,3,4
2238,House,5500000,Nishtar Colony,Lahore,2,For Sale,5,3
2239,House,7500000,Military Accounts Housing Society,Lahore,3,For Sale,3,4
2240,House,18500000,Bahria Town,Lahore,6,For Sale,4,10
2241,House,25000000,Johar Town,Lahore,5,For Sale,5,12
2242,House,11000000,Taj Bagh Scheme,Lahore,5,For Sale,5,6
2243,House,15000000,Al Rahim Homes,Lahore,4,For Sale,4,5
2244,House,15000000,Gulshan-e-Ravi,Lahore,4,For Sale,3,5
2245,House,3500000,Harbanspura,Lahore,1,For Sale,2,3
2246,House,9000000,Chauburji Chowk,Lahore,3,For Sale,3,4
2247,House,11500000,Paragon City,Lahore,4,For Sale,3,5
2248,House,10800000,Paragon City,Lahore,4,For Sale,3,6
2249,House,20000000,Bahria Town,Lahore,4,For Sale,4,10
2250,House,2800000,Chungi Amar Sadhu,Lahore,1,For Sale,2,3
2252,House,5500000,Samanabad,Lahore,2,For Sale,3,2.2
2253,House,7500000,Walton Road,Lahore,6,For Sale,6,5
2254,House,4930000,Shahdara,Lahore,3,For Sale,5,5
2257,House,6000000,Shershah Colony - Raiwind Road,Lahore,3,For Sale,3,3
2258,House,8700000,PCSIR Housing Scheme,Lahore,4,For Sale,3,3
2261,House,16000000,Islamia Park,Lahore,7,For Sale,6,10
2262,House,26800000,Abdalians Cooperative Housing Society,Lahore,5,For Sale,4,14
2263,House,16000000,Johar Town,Lahore,6,For Sale,5,7
2264,House,8000000,Sunny Park,Lahore,5,For Sale,4,5
2267,House,13000000,Eden,Lahore,3,For Sale,4,10
2268,House,4000000,Ferozepur Road,Lahore,3,For Sale,3,3
2270,House,12500000,State Life Housing Society,Lahore,4,For Sale,3,5
2271,House,17000000,State Life Housing Society,Lahore,5,For Sale,4,10
2272,House,9800000,State Life Housing Society,Lahore,4,For Sale,3,5
2273,House,20500000,Gulshan-e-Ravi,Lahore,6,For Sale,6,11
2275,House,25500000,Tariq Gardens,Lahore,7,For Sale,6,10
2276,House,8500000,Fort Villas,Lahore,3,For Sale,3,3
2277,House,26500000,Izmir Town,Lahore,7,For Sale,5,15
2278,House,22000000,PIA Housing Scheme,Lahore,7,For Sale,6,10
2280,Flat,30000,Nazimabad,Karachi,2,For Rent,3,8.6
2281,House,30000,North Karachi,Karachi,2,For Rent,4,9.6
2282,Flat,125000,Clifton,Karachi,2,For Rent,2,5.8
2283,Flat,150000,Clifton,Karachi,5,For Rent,4,11.1
2284,Flat,28000,North Nazimabad,Karachi,3,For Rent,3,6.2
2286,House,60000,Defence View Society,Karachi,4,For Rent,4,4.8
2288,Lower Portion,55000,Gulistan-e-Jauhar,Karachi,5,For Rent,4,16
2291,Lower Portion,25000,Gulistan-e-Jauhar,Karachi,2,For Rent,2,4.8
2293,Upper Portion,100000,DHA Defence,Karachi,4,For Rent,3,24
2294,Flat,70000,Bath Island,Karachi,2,For Rent,2,6.4
2296,House,34000,North Nazimabad,Karachi,2,For Rent,2,8
2297,House,125000,DHA Defence,Karachi,3,For Rent,3,20
2299,House,170000,Jamshed Town,Karachi,5,For Rent,5,10
2300,Room,17000,DHA Defence,Karachi,1,For Rent,1,0.4
2303,Flat,25000,Federal B Area,Karachi,1,For Rent,2,3.6
2305,Flat,4797000,Fazaia Housing Scheme,Karachi,4,For Sale,3,6.7
2306,Flat,5136000,Fazaia Housing Scheme,Karachi,4,For Sale,3,7.1
2307,House,4000000,Bin Qasim Town,Karachi,2,For Sale,2,4.8
2308,Flat,4666000,Fazaia Housing Scheme,Karachi,2,For Sale,2,5.8
2309,Flat,10100000,Fazaia Housing Scheme,Karachi,5,For Sale,4,12.5
2310,Flat,3763000,Northern Bypass,Karachi,2,For Sale,2,5.2
2311,Flat,4090000,Northern Bypass,Karachi,2,For Sale,2,5.7
2312,Flat,5136000,Fazaia Housing Scheme,Karachi,4,For Sale,3,7.1
2313,Flat,4666000,Fazaia Housing Scheme,Karachi,2,For Sale,2,5.8
2314,Flat,10100000,Northern Bypass,Karachi,5,For Sale,4,12.5
2315,Flat,7960000,Northern Bypass,Karachi,4,For Sale,3,9.8
2316,Flat,5500000,Gulistan-e-Jauhar,Karachi,2,For Sale,2,15
2319,House,14500000,Azam Town,Karachi,5,For Sale,6,4.8
2320,House,30000000,Scheme 33,Karachi,4,For Sale,4,16
2322,Flat,13000000,Garden West,Karachi,3,For Sale,3,7.8
2323,House,4000000,Korangi,Karachi,2,For Sale,3,2.4
2324,Flat,9000000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,5.1
2328,House,5500000,Delhi Colony,Karachi,3,For Sale,3,7.2
2329,House,7500000,Gadap Town,Karachi,2,For Sale,2,4.8
2330,Penthouse,3700000,Airport,Karachi,3,For Sale,3,4.8
2331,House,18000000,Gadap Town,Karachi,5,For Sale,4,10
2334,Flat,4500000,Federal B Area,Karachi,1,For Sale,2,3
2335,House,11500000,Bahria Town Karachi,Karachi,3,For Sale,3,8
2336,House,9800000,Bahria Town Karachi,Karachi,3,For Sale,3,6.1
2337,House,12000000,Gulistan-e-Jauhar,Karachi,3,For Sale,3,6.4
2338,Flat,36000000,Clifton,Karachi,3,For Sale,3,8.4
2340,Flat,1875000,North Nazimabad,Karachi,1,For Sale,2,2.6
2341,Flat,30000000,Shaheed Millat Road,Karachi,4,For Sale,4,11.1
2342,Flat,2650000,Nazimabad,Karachi,1,For Sale,1,1.7
2343,Flat,44500000,Bath Island,Karachi,4,For Sale,3,11.1
2344,Flat,3000000,North Karachi,Karachi,2,For Sale,3,3.3
2345,Flat,9000000,North Nazimabad,Karachi,2,For Sale,2,4.7
2346,Flat,3000000,North Karachi,Karachi,2,For Sale,2,3.8
2347,Flat,3000000,Federal B Area,Karachi,1,For Sale,2,2.8
2348,Flat,8000000,DHA Defence,Karachi,2,For Sale,2,4
2350,House,9000000,Saima Luxury Homes,Karachi,3,For Sale,3,6.4
2353,Flat,4770000,Fazaia Housing Scheme,Karachi,4,For Sale,3,6.7
2354,Flat,5136000,Fazaia Housing Scheme,Karachi,4,For Sale,3,7.1
2356,Flat,4666000,Fazaia Housing Scheme,Karachi,2,For Sale,2,5.8
2357,House,31500000,E-11,Islamabad,7,For Sale,6,10
2359,House,8700000,H-13,Islamabad,4,For Sale,4,3
2360,House,14000000,FECHS,Islamabad,6,For Sale,5,8
2361,House,6700000,Ghauri Town,Islamabad,3,For Sale,2,7
2362,Flat,5600000,DHA Defence,Islamabad,3,For Sale,3,7.8
2365,House,28500000,G-14,Islamabad,6,For Sale,5,10
2367,House,25000000,Bani Gala,Islamabad,4,For Sale,4,26
2368,Flat,8500000,G-10,Islamabad,3,For Sale,2,4
2370,Flat,6365000,Bahria Town,Islamabad,1,For Sale,1,4.2
2371,House,4600000,H-13,Islamabad,4,For Sale,3,4
2372,Flat,1500000,I-12,Islamabad,2,For Sale,2,4
2373,House,37500000,Bhara kahu,Islamabad,5,For Sale,4,40
2374,Flat,7800000,F-11,Islamabad,1,For Sale,1,4
2376,Flat,8300000,The Springs,Islamabad,2,For Sale,2,4.9
2377,House,21500000,Shah Allah Ditta,Islamabad,4,For Sale,4,10
2378,House,18800000,Bhara kahu,Islamabad,5,For Sale,5,22
